,attribute
1295,DisposalGroupIncludingDiscontinuedOperationCash
1296,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents
1297,DisposalGroupIncludingDiscontinuedOperationConsideration
1298,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold
1299,DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets
1300,DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities
1301,DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization
1302,DisposalGroupIncludingDiscontinuedOperationForeignCurrencyTranslationGainsLosses
1303,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense
1304,DisposalGroupIncludingDiscontinuedOperationGoodwill1
1305,DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss
1306,DisposalGroupIncludingDiscontinuedOperationIntangibleAssets
1307,DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNoncurrent
1308,DisposalGroupIncludingDiscontinuedOperationInterestExpense
1309,DisposalGroupIncludingDiscontinuedOperationInterestIncome
1310,DisposalGroupIncludingDiscontinuedOperationInventory1
1311,DisposalGroupIncludingDiscontinuedOperationLongLivedAssets
1312,DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent
1313,DisposalGroupIncludingDiscontinuedOperationOperatingExpense
1314,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss
1315,DisposalGroupIncludingDiscontinuedOperationOtherAssets
1316,DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets
1317,DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities
1318,DisposalGroupIncludingDiscontinuedOperationOtherExpense
1319,DisposalGroupIncludingDiscontinuedOperationOtherLiabilities
1320,DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets
1321,DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities
1322,DisposalGroupIncludingDiscontinuedOperationPensionPlanBenefitObligation
1323,DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets
1324,DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent
1325,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment
1326,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet
1327,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNoncurrent
1328,DisposalGroupIncludingDiscontinuedOperationRevenue
1329,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal
1330,DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown
1331,DistributionMadeToLimitedPartnerCashDistributionsPaid
1332,DistributionMadeToLimitedPartnerDistributionsPaidPerUnit
1333,DividendIncomeEquitySecuritiesOperating
1334,Dividends
1335,DividendsCash
1336,DividendsCommonStock
1337,DividendsCommonStockCash
1338,DividendsCommonStockStock
1339,DividendsPayableAmount
1340,DividendsPayableAmountPerShare
1341,DividendsPayableCurrent
1342,DividendsPayableCurrentAndNoncurrent
1343,DividendsPreferredStock
1344,DividendsPreferredStockCash
1345,DividendsPreferredStockStock
1346,DividendsStock
1347,DueFromAffiliateCurrent
1348,DueFromAffiliates
1349,DueFromCustomerAcceptances
1350,DueFromEmployeesCurrent
1351,DueFromEmployeesNoncurrent
1352,DueFromRelatedParties
1353,DueFromRelatedPartiesCurrent
1354,DueToAffiliateCurrent
1355,DueToAffiliateCurrentAndNoncurrent
1356,DueToAffiliateNoncurrent
1357,DueToOtherRelatedPartiesClassifiedCurrent
1358,DueToRelatedPartiesCurrent
1359,DueToRelatedPartiesCurrentAndNoncurrent
1360,DueToRelatedPartiesNoncurrent
1361,EarlyRepaymentOfSeniorDebt
1362,EarningsPerShareBasic
1363,EarningsPerShareBasicAndDiluted
1364,EarningsPerShareDiluted
1365,EffectOfExchangeRateOnCashAndCashEquivalents
1366,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations
1367,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
1368,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
1369,EffectOfLIFOInventoryLiquidationOnIncome
1370,EffectOnFutureCashFlowsAmount
1371,EffectOnFutureEarningsAmount
1372,EffectOnRetainedEarningsAccumulatedDeficitDueToChangeInMeasurementDateNetOfTax
1373,EffectiveIncomeTaxRateContinuingOperations
1374,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate
1375,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance
1376,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate
1377,EffectiveIncomeTaxRateReconciliationDeductions
1378,EffectiveIncomeTaxRateReconciliationDeductionsDividends
1379,EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends
1380,EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit
1381,EffectiveIncomeTaxRateReconciliationDeductionsOther
1382,EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities
1383,EffectiveIncomeTaxRateReconciliationDispositionOfAssets
1384,EffectiveIncomeTaxRateReconciliationDispositionOfBusiness
1385,EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary
1386,EffectiveIncomeTaxRateReconciliationFdiiAmount
1387,EffectiveIncomeTaxRateReconciliationFdiiPercent
1388,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential
1389,EffectiveIncomeTaxRateReconciliationGiltiAmount
1390,EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense
1391,EffectiveIncomeTaxRateReconciliationNondeductibleExpense
1392,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses
1393,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLeases
1394,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance
1395,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther
1396,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment
1397,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges
1398,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost
1399,EffectiveIncomeTaxRateReconciliationOtherAdjustments
1400,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent
1401,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes
1402,EffectiveIncomeTaxRateReconciliationRepatriationForeignEarningsJobsCreationActOf2004
1403,EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings
1404,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount
1405,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent
1406,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes
1407,EffectiveIncomeTaxRateReconciliationTaxContingencies
1408,EffectiveIncomeTaxRateReconciliationTaxContingenciesDomestic
1409,EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign
1410,EffectiveIncomeTaxRateReconciliationTaxContingenciesOther
1411,EffectiveIncomeTaxRateReconciliationTaxCredits
1412,EffectiveIncomeTaxRateReconciliationTaxCreditsForeign
1413,EffectiveIncomeTaxRateReconciliationTaxCreditsOther
1414,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch
1415,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount
1416,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent
1417,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount
1418,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsPercent
1419,EffectiveIncomeTaxRateReconciliationTaxExemptIncome
1420,EffectiveIncomeTaxRateReconciliationTaxHolidays
1421,EffectiveIncomeTaxRateReconciliationTaxSettlements
1422,EffectiveIncomeTaxRateReconciliationTaxSettlementsDomestic
1423,EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal
1424,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability
1425,EmbeddedDerivativeGainOnEmbeddedDerivative
1426,EmployeeRelatedLiabilities
1427,EmployeeRelatedLiabilitiesCurrent
1428,EmployeeRelatedLiabilitiesCurrentAndNoncurrent
1429,EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount
1430,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards
1431,EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions
1432,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized
1433,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition
1434,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions
1435,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions
1436,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense
1437,EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions
1438,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions
1439,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards
1440,EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition
1441,EmployeeStockOwnershipPlanESOPCashContributionsToESOP
1442,EmployeeStockOwnershipPlanESOPCompensationExpense
1443,EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanEmployerCashPaymentsUsedForDebtService
1444,EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares
1445,EmployeeStockOwnershipPlanESOPSharesInESOP
1446,EmployeeStockOwnershipPlanESOPWeightedAveragePurchasePriceOfSharesPurchased
1447,EnergyRelatedInventory
1448,EnergyRelatedInventoryChemicals
1449,EnergyRelatedInventoryNaturalGasInStorage
1450,EnergyRelatedInventoryPetroleum
1451,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile
1452,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries
1453,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount
1454,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile
1455,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries
1456,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToIndividualForeignCountriesAmount
1457,EntityWideRevenueMajorCustomerAmount
1458,EntityWideRevenueMajorCustomerPercentage
1459,EnvironmentalExitCostsReasonablyPossibleAdditionalLoss
1460,EquipmentExpense
1461,EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity
1462,EquityMethodInvestmentDividendsOrDistributions
1463,EquityMethodInvestmentOtherThanTemporaryImpairment
1464,EquityMethodInvestmentOwnershipPercentage
1465,EquityMethodInvestmentQuotedMarketValue
1466,EquityMethodInvestmentRealizedGainLossOnDisposal
1467,EquityMethodInvestmentSoldCarryingAmount
1468,EquityMethodInvestmentSummarizedFinancialInformationAssets
1469,EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets
1470,EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities
1471,EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital
1472,EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss
1473,EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems
1474,EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity
1475,EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss
1476,EquityMethodInvestmentSummarizedFinancialInformationNetSalesOrGrossRevenue
1477,EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets
1478,EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities
1479,EquityMethodInvestmentSummarizedFinancialInformationRedeemablePreferredStock
1480,EquityMethodInvestmentSummarizedFinancialInformationRevenue
1481,EquityMethodInvestmentUnderlyingEquityInNetAssets
1482,EquityMethodInvestments
1483,EquityMethodInvestmentsFairValueDisclosure
1484,EquitySecuritiesFVNINoncurrent
1485,EquitySecuritiesFvNi
1486,EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue
1487,EquitySecuritiesFvNiCost
1488,EquitySecuritiesFvNiCurrentAndNoncurrent
1489,EquitySecuritiesFvNiGainLoss
1490,EquitySecuritiesFvNiRealizedGainLoss
1491,EquitySecuritiesFvNiRealizedLoss
1492,EquitySecuritiesFvNiUnrealizedGain
1493,EquitySecuritiesFvNiUnrealizedGainLoss
1494,EquitySecuritiesFvNiUnrealizedLoss
1495,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount
1496,EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount
1497,EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount
1498,EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount
1499,EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount
1500,EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount
1501,EscrowDeposit
1502,ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue
1503,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities
1504,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities
1505,ExciseAndSalesTaxes
1506,ExpenseRelatedToDistributionOrServicingAndUnderwritingFees
1507,ExplorationExpense
1508,ExtinguishmentOfDebtAmount
1509,ExtinguishmentOfDebtGainLossNetOfTax
1510,ExtinguishmentOfDebtGainLossPerShareNetOfTax
1511,ExtraordinaryItemNetOfTax
1512,FairValueAdjustmentOfWarrants
1513,FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings
1514,FairValueAssetsLevel1ToLevel2TransfersAmount
1515,FairValueAssetsLevel2ToLevel1TransfersAmount
1516,FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents
1517,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome
1518,FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets
1519,FairValueAssetsMeasuredOnRecurringBasisEquityMethodInvestments
1520,FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell
1521,FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome
1522,FairValueAssetsMeasuredOnRecurringBasisLoansReceivable
1523,FairValueAssetsMeasuredOnRecurringBasisServicingRights
1524,FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets
1525,FairValueConcentrationOfRiskForeignCurrencyContracts
1526,FairValueFinancialAssetsMeasuredOnRecurringBasisCashSurrenderValue
1527,FairValueHedgeAssetsAtFairValue
1528,FairValueHedgeLiabilitiesAtFairValue
1529,FairValueHedgesAtFairValueNet
1530,FairValueInputsDiscountRate
1531,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments
1532,FairValueLevel1ToLevel2TransfersAmount
1533,FairValueLevel2ToLevel1TransfersAmount
1534,FairValueLiabilitiesLevel1ToLevel2TransfersAmount
1535,FairValueLiabilitiesLevel2ToLevel1TransfersAmount
1536,FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings
1537,FairValueLiabilitiesMeasuredOnRecurringBasisDerivativeFinancialInstrumentsLiabilities
1538,FairValueLiabilitiesMeasuredOnRecurringBasisFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase
1539,FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInOtherIncome
1540,FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInTradingRevenue
1541,FairValueLiabilitiesMeasuredOnRecurringBasisInvestmentContracts
1542,FairValueLiabilitiesMeasuredOnRecurringBasisObligations
1543,FairValueLiabilitiesMeasuredOnRecurringBasisSecuritiesSoldNotYetPurchased
1544,FairValueLiabilitiesMeasuredOnRecurringBasisTradingLiabilities
1545,FairValueMeasuredOnRecurringBasisInvestments
1546,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3
1547,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3
1548,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings
1549,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1
1550,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome
1551,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss
1552,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease
1553,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases
1554,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements
1555,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales
1556,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements
1557,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3
1558,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet
1559,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3
1560,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue
1561,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisGainLossIncludedInOtherComprehensiveIncomeLoss
1562,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings
1563,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues
1564,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease
1565,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases
1566,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements
1567,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityValue
1568,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue
1569,FairValueNetAssetLiability
1570,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss
1571,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings
1572,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss
1573,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues
1574,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases
1575,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales
1576,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements
1577,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3
1578,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet
1579,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3
1580,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs
1581,FairValueOfAssetsAcquired
1582,FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged
1583,FairValueOfSecuritiesReceivedAsCollateralThatHaveBeenResoldOrRepledged
1584,FairValueOptionAggregateDifferencesLongTermDebtInstruments
1585,FairValueOptionChangesInFairValueGainLoss
1586,FairValueOptionChangesInFairValueGainLoss1
1587,FairValueOptionCreditRiskGainsLossesOnAssets
1588,FairValueOptionCreditRiskGainsLossesOnLiabilities
1589,FairValueOptionLoansHeldAsAssetsAggregateDifference
